Saved Date,Job Url,Job Title,Company Name
"5/30/21, 1:27 PM",http://www.linkedin.com/jobs/view/2527235429,CIENTISTA DE DADOS SENIOR,Inter
"5/30/21, 1:27 PM",http://www.linkedin.com/jobs/view/2473601570,ANALISTA DE BUSINESS INTELLIGENCE SENIOR,Inter
"7/2/21, 9:57 AM",http://www.linkedin.com/jobs/view/2630236132,Cientista de Dados | Banco de Talentos,Itaú Unibanco
"3/26/21, 11:30 PM",http://www.linkedin.com/jobs/view/2473152293,Engenheiro de automação,Pöyry
"5/23/21, 1:23 PM",http://www.linkedin.com/jobs/view/2555312091,Data Science / Data Engineer,Localiza
